Epoch,Time,Loss,ACC
[31][17/88],9.903,0.285,0.920
[31][18/88],10.583,0.180,0.940
[31][19/88],12.071,0.164,0.960
[31][20/88],10.075,0.262,0.900
[31][21/88],10.554,0.349,0.880
[31][22/88],11.652,0.329,0.900
[31][23/88],11.441,0.303,0.880
[31][24/88],10.956,0.184,0.940
[31][25/88],10.870,0.048,1.000
[31][26/88],12.048,0.409,0.880
[31][27/88],10.346,0.391,0.920
[31][28/88],11.382,0.151,0.960
[31][29/88],11.014,0.241,0.880
[31][30/88],11.673,0.245,0.920
[31][31/88],11.186,0.164,0.940
[31][32/88],10.258,0.137,0.960
[31][33/88],11.801,0.157,0.980
[31][34/88],11.806,0.282,0.860
[31][35/88],10.739,0.160,0.940
[31][36/88],11.643,0.268,0.880
[31][37/88],11.546,0.315,0.920
[31][38/88],11.513,0.108,0.980
[31][39/88],11.064,0.449,0.860
[31][40/88],11.377,0.178,0.940
[31][41/88],10.658,0.219,0.920
[31][42/88],10.667,0.211,0.900
[31][43/88],10.481,0.186,0.860
[31][44/88],9.689,0.205,0.920
[31][45/88],10.975,0.162,0.940
[31][46/88],11.467,0.381,0.860
[31][47/88],12.647,0.172,0.940
[31][48/88],11.503,0.204,0.960
[31][49/88],11.701,0.246,0.940
[31][50/88],11.567,0.230,0.940
[31][51/88],12.610,0.363,0.880
[31][52/88],11.373,0.316,0.860
[31][53/88],10.503,0.349,0.880
[31][54/88],10.701,0.197,0.900
[31][55/88],11.909,0.175,0.960
[31][56/88],11.321,0.082,1.000
[31][57/88],11.518,0.289,0.880
[31][58/88],11.341,0.513,0.840
[31][59/88],9.985,0.222,0.940
[31][60/88],11.588,0.274,0.900
[31][61/88],10.932,0.229,0.880
[31][62/88],11.941,0.209,0.920
[31][63/88],11.085,0.167,0.960
[31][64/88],11.599,0.339,0.840
[31][65/88],11.200,0.214,0.940
[31][66/88],10.865,0.228,0.940
[31][67/88],11.715,0.206,0.900
[31][68/88],12.403,0.128,0.980
[31][69/88],11.964,0.240,0.920
[31][70/88],11.650,0.220,0.880
[31][71/88],12.042,0.346,0.840
[31][72/88],12.869,0.287,0.900
[31][73/88],12.659,0.288,0.860
[31][74/88],13.075,0.260,0.880
[31][75/88],11.228,0.346,0.860
[31][76/88],11.771,0.097,1.000
[31][77/88],10.750,0.374,0.860
[31][78/88],11.392,0.352,0.900
[31][79/88],11.914,0.122,0.960
[31][80/88],12.540,0.211,0.920
[31][81/88],12.108,0.202,0.920
[31][82/88],13.073,0.222,0.960
[31][83/88],12.753,0.330,0.880
[31][84/88],10.969,0.246,0.920
[31][85/88],12.503,0.266,0.920
[31][86/88],10.523,0.262,0.920
[31][87/88],12.020,0.171,0.960
[31][88/88],1.101,0.300,0.750
[32][1/88],9.448,0.310,0.900
[32][2/88],8.780,0.287,0.880
[32][3/88],10.268,0.254,0.920
[32][4/88],10.869,0.271,0.900
[32][5/88],9.996,0.324,0.860
[32][6/88],10.426,0.240,0.900
[32][7/88],10.190,0.186,0.940
[32][8/88],10.012,0.140,0.960
[32][9/88],10.264,0.159,0.940
[32][10/88],9.978,0.206,0.940
[32][11/88],10.133,0.206,0.900
[32][12/88],10.105,0.096,0.980
[32][13/88],10.185,0.288,0.900
[32][14/88],11.353,0.287,0.900
[32][15/88],11.207,0.277,0.900
[32][16/88],10.682,0.226,0.920
[32][17/88],9.911,0.162,0.960
[32][18/88],10.531,0.312,0.880
[32][19/88],9.638,0.175,0.920
[32][20/88],10.917,0.289,0.900
[32][21/88],11.063,0.449,0.820
[32][22/88],9.608,0.180,0.940
[32][23/88],11.155,0.253,0.880
[32][24/88],10.383,0.228,0.940
[32][25/88],11.197,0.333,0.900
[32][26/88],11.999,0.212,0.920
[32][27/88],10.593,0.331,0.880
[32][28/88],11.589,0.323,0.860
[32][29/88],11.526,0.279,0.880
[32][30/88],10.878,0.139,0.960
[32][31/88],11.431,0.342,0.900
[32][32/88],10.839,0.170,0.940
[32][33/88],11.286,0.115,0.980
[32][34/88],11.422,0.243,0.920
[32][35/88],11.389,0.273,0.880
[32][36/88],10.423,0.252,0.920
[32][37/88],12.333,0.254,0.960
[32][38/88],11.541,0.139,0.940
[32][39/88],10.187,0.395,0.840
[32][40/88],11.400,0.179,0.940
[32][41/88],10.129,0.224,0.960
[32][42/88],11.826,0.241,0.980
[32][43/88],10.963,0.351,0.860
[32][44/88],11.363,0.090,0.980
[32][45/88],10.119,0.140,0.920
[32][46/88],11.238,0.390,0.840
[32][47/88],11.771,0.183,0.960
[32][48/88],11.869,0.295,0.880
[32][49/88],11.660,0.230,0.920
[32][50/88],12.419,0.102,0.960
[32][51/88],10.646,0.218,0.900
[32][52/88],10.863,0.250,0.940
[32][53/88],11.346,0.207,0.940
[32][54/88],11.510,0.163,0.940
[32][55/88],11.339,0.155,0.960
[32][56/88],11.775,0.155,0.960
[32][57/88],11.751,0.197,0.940
[32][58/88],12.209,0.134,0.980
[32][59/88],11.536,0.155,0.940
[32][60/88],10.584,0.313,0.860
[32][61/88],10.886,0.146,0.940
[32][62/88],13.011,0.240,0.900
[32][63/88],11.315,0.255,0.880
[32][64/88],11.917,0.202,0.940
[32][65/88],11.382,0.198,0.900
[32][66/88],10.726,0.239,0.920
[32][67/88],11.522,0.129,0.960
[32][68/88],11.641,0.224,0.940
[32][69/88],11.422,0.145,0.940
[32][70/88],10.978,0.348,0.880
[32][71/88],12.327,0.321,0.920
[32][72/88],10.833,0.222,0.920
[32][73/88],11.993,0.201,0.920
[32][74/88],13.186,0.323,0.900
[32][75/88],12.731,0.171,0.960
[32][76/88],12.109,0.393,0.840
[32][77/88],11.971,0.444,0.840
[32][78/88],11.039,0.237,0.920
[32][79/88],11.370,0.306,0.860
[32][80/88],12.009,0.200,0.960
[32][81/88],12.656,0.128,0.960
[32][82/88],12.324,0.245,0.960
[32][83/88],11.715,0.223,0.920
[32][84/88],12.309,0.146,0.920
[32][85/88],11.296,0.172,0.920
[32][86/88],12.136,0.295,0.940
[32][87/88],11.639,0.155,0.960
[32][88/88],0.574,0.110,1.000
[33][1/88],9.518,0.225,0.900
[33][2/88],9.761,0.209,0.920
[33][3/88],9.507,0.297,0.840
[33][4/88],10.358,0.386,0.880
[33][5/88],9.870,0.180,0.940
[33][6/88],10.503,0.203,0.960
[33][7/88],10.521,0.192,0.900
[33][8/88],11.052,0.238,0.920
[33][9/88],10.540,0.216,0.900
[33][10/88],10.248,0.164,0.940
[33][11/88],10.024,0.199,0.940
[33][12/88],10.232,0.275,0.900
[33][13/88],10.244,0.154,0.980
[33][14/88],11.270,0.150,0.920
[33][15/88],9.681,0.209,0.940
[33][16/88],11.058,0.203,0.920
[33][17/88],10.445,0.313,0.840
[33][18/88],10.674,0.209,0.920
[33][19/88],10.860,0.142,0.960
[33][20/88],11.137,0.358,0.840
[33][21/88],11.174,0.251,0.920
[33][22/88],11.906,0.254,0.960
[33][23/88],11.475,0.165,0.960
[33][24/88],11.039,0.229,0.960
[33][25/88],10.534,0.170,0.940
[33][26/88],10.452,0.350,0.860
[33][27/88],12.144,0.223,0.940
[33][28/88],11.729,0.123,0.960
[33][29/88],11.726,0.221,0.920
[33][30/88],11.025,0.397,0.880
[33][31/88],11.653,0.263,0.960
[33][32/88],11.507,0.455,0.860
[33][33/88],11.159,0.253,0.900
[33][34/88],9.984,0.202,0.920
[33][35/88],11.398,0.140,0.960
[33][36/88],11.303,0.190,0.920
[33][37/88],13.003,0.253,0.900
[33][38/88],10.923,0.209,0.960
[33][39/88],11.402,0.278,0.860
[33][40/88],12.076,0.309,0.860
[33][41/88],11.571,0.179,0.920
[33][42/88],11.215,0.269,0.880
[33][43/88],11.567,0.140,0.940
[33][44/88],11.308,0.353,0.920
[33][45/88],10.685,0.171,0.920
[33][46/88],11.464,0.218,0.900
[33][47/88],12.286,0.333,0.920
[33][48/88],10.999,0.237,0.920
[33][49/88],12.404,0.205,0.940
[33][50/88],11.476,0.230,0.920
[33][51/88],10.911,0.210,0.940
[33][52/88],11.091,0.149,0.960
[33][53/88],12.028,0.127,0.960
[33][54/88],11.729,0.202,0.920
[33][55/88],10.679,0.186,0.920
[33][56/88],12.054,0.237,0.940
[33][57/88],12.486,0.317,0.880
[33][58/88],10.392,0.117,0.980
[33][59/88],10.081,0.302,0.880
[33][60/88],12.196,0.224,0.940
[33][61/88],11.486,0.409,0.860
[33][62/88],12.093,0.100,0.960
[33][63/88],11.365,0.253,0.900
[33][64/88],11.647,0.300,0.920
[33][65/88],10.981,0.208,0.940
[33][66/88],11.082,0.269,0.860
[33][67/88],12.251,0.224,0.920
[33][68/88],11.844,0.227,0.920
[33][69/88],10.567,0.177,0.960
[33][70/88],11.817,0.378,0.840
[33][71/88],10.391,0.205,0.940
[33][72/88],11.448,0.090,0.980
[33][73/88],12.631,0.255,0.900
[33][74/88],11.665,0.221,0.920
[33][75/88],11.649,0.368,0.880
[33][76/88],12.611,0.325,0.880
[33][77/88],12.427,0.146,0.960
[33][78/88],11.487,0.113,0.960
[33][79/88],10.603,0.158,0.940
[33][80/88],11.643,0.153,0.980
[33][81/88],10.507,0.199,0.900
[33][82/88],11.743,0.434,0.820
[33][83/88],11.988,0.322,0.900
[33][84/88],11.675,0.192,0.920
[33][85/88],12.141,0.115,0.960
[33][86/88],12.359,0.308,0.960
[33][87/88],11.906,0.267,0.900
[33][88/88],1.012,0.074,1.000
[34][1/88],10.263,0.192,0.940
[34][2/88],9.314,0.217,0.940
[34][3/88],11.008,0.289,0.900
[34][4/88],9.565,0.257,0.940
[34][5/88],9.962,0.194,0.940
[34][6/88],11.242,0.274,0.940
[34][7/88],9.677,0.163,0.960
[34][8/88],11.984,0.297,0.920
[34][9/88],10.867,0.211,0.940
[34][10/88],10.776,0.190,0.900
[34][11/88],8.846,0.233,0.880
[34][12/88],10.321,0.234,0.880
[34][13/88],11.520,0.316,0.860
[34][14/88],11.419,0.216,0.920
[34][15/88],11.545,0.265,0.860
[34][16/88],10.765,0.195,0.920
[34][17/88],11.725,0.214,0.960
[34][18/88],12.068,0.303,0.960
[34][19/88],11.210,0.446,0.800
[34][20/88],10.794,0.355,0.880
[34][21/88],10.434,0.158,0.920
[34][22/88],12.115,0.259,0.940
[34][23/88],10.245,0.193,0.940
[34][24/88],10.444,0.153,0.940
[34][25/88],11.288,0.180,0.940
[34][26/88],11.501,0.302,0.860
[34][27/88],10.573,0.174,0.920
[34][28/88],11.071,0.194,0.960
[34][29/88],11.320,0.213,0.900
[34][30/88],10.892,0.241,0.940
[34][31/88],11.883,0.290,0.920
[34][32/88],11.220,0.256,0.900
[34][33/88],11.036,0.305,0.880
[34][34/88],11.069,0.348,0.840
[34][35/88],9.553,0.181,0.940
[34][36/88],11.024,0.083,0.980
[34][37/88],11.182,0.231,0.960
[34][38/88],11.527,0.294,0.860
[34][39/88],12.179,0.216,0.940
[34][40/88],11.219,0.263,0.880
[34][41/88],12.317,0.251,0.940
[34][42/88],11.790,0.100,0.960
[34][43/88],11.946,0.147,0.960
[34][44/88],11.264,0.194,0.960
[34][45/88],11.159,0.238,0.920
[34][46/88],12.636,0.153,0.940
[34][47/88],11.352,0.300,0.920
[34][48/88],10.659,0.377,0.900
[34][49/88],11.654,0.248,0.880
[34][50/88],10.988,0.175,0.920
[34][51/88],11.684,0.189,0.940
[34][52/88],12.128,0.073,1.000
[34][53/88],11.587,0.087,0.980
[34][54/88],12.382,0.241,0.860
[34][55/88],12.559,0.294,0.900
[34][56/88],11.189,0.262,0.920
[34][57/88],11.722,0.374,0.860
[34][58/88],12.078,0.247,0.920
[34][59/88],11.400,0.250,0.900
[34][60/88],10.383,0.231,0.920
[34][61/88],11.014,0.139,0.940
[34][62/88],11.185,0.152,0.920
[34][63/88],12.434,0.390,0.880
[34][64/88],10.939,0.194,0.960
[34][65/88],11.376,0.265,0.920
[34][66/88],12.081,0.235,0.960
[34][67/88],11.946,0.155,0.920
[34][68/88],10.809,0.291,0.860
[34][69/88],11.140,0.375,0.900
[34][70/88],11.670,0.134,0.960
[34][71/88],12.615,0.219,0.920
[34][72/88],10.938,0.143,0.960
[34][73/88],12.542,0.273,0.880
[34][74/88],11.255,0.211,0.960
[34][75/88],10.322,0.151,0.940
[34][76/88],11.635,0.325,0.900
[34][77/88],10.814,0.252,0.880
[34][78/88],10.239,0.290,0.860
[34][79/88],11.908,0.356,0.940
[34][80/88],12.270,0.249,0.900
[34][81/88],12.841,0.312,0.880
[34][82/88],12.475,0.246,0.920
[34][83/88],11.337,0.232,0.920
[34][84/88],12.208,0.097,0.980
[34][85/88],12.446,0.134,0.960
[34][86/88],11.593,0.144,0.940
[34][87/88],11.050,0.282,0.880
[34][88/88],0.853,0.123,1.000
[35][1/88],9.700,0.152,0.960
[35][2/88],10.368,0.316,0.880
[35][3/88],10.530,0.321,0.920
[35][4/88],10.169,0.319,0.920
[35][5/88],10.242,0.284,0.840
[35][6/88],9.049,0.419,0.860
[35][7/88],10.850,0.240,0.900
[35][8/88],10.979,0.112,0.960
[35][9/88],11.001,0.279,0.880
[35][10/88],10.749,0.458,0.860
[35][11/88],9.831,0.201,0.920
[35][12/88],10.286,0.142,0.940
[35][13/88],10.232,0.155,0.940
[35][14/88],10.490,0.187,0.980
[35][15/88],10.801,0.171,0.920
[35][16/88],10.493,0.245,0.920
[35][17/88],10.860,0.207,0.920
[35][18/88],10.460,0.265,0.940
[35][19/88],10.802,0.257,0.880
[35][20/88],10.778,0.217,0.900
[35][21/88],11.588,0.201,0.940
[35][22/88],10.798,0.235,0.920
[35][23/88],11.152,0.444,0.860
[35][24/88],10.257,0.095,0.980
[35][25/88],10.890,0.230,0.960
[35][26/88],11.866,0.257,0.900
[35][27/88],10.354,0.231,0.920
[35][28/88],11.363,0.188,0.940
[35][29/88],10.685,0.302,0.880
[35][30/88],10.096,0.436,0.860
[35][31/88],10.289,0.273,0.920
[35][32/88],11.327,0.211,0.920
[35][33/88],12.113,0.289,0.860
[35][34/88],11.237,0.328,0.920
[35][35/88],11.007,0.277,0.820
[35][36/88],11.039,0.147,0.960
[35][37/88],11.384,0.330,0.900
[35][38/88],11.543,0.100,0.960
[35][39/88],12.063,0.088,1.000
[35][40/88],11.730,0.220,0.960
[35][41/88],11.551,0.310,0.880
[35][42/88],12.015,0.303,0.900
[35][43/88],10.683,0.322,0.900
[35][44/88],13.164,0.233,0.940
[35][45/88],11.657,0.176,0.920
[35][46/88],12.621,0.143,0.960
[35][47/88],11.731,0.182,0.940
[35][48/88],13.687,0.181,0.940
[35][49/88],11.028,0.165,0.940
[35][50/88],11.979,0.259,0.920
[35][51/88],11.164,0.201,0.900
[35][52/88],11.863,0.262,0.920
[35][53/88],10.035,0.219,0.940
[35][54/88],12.648,0.236,0.920
[35][55/88],11.117,0.174,0.940
[35][56/88],10.638,0.131,0.960
[35][57/88],11.553,0.278,0.840
[35][58/88],12.342,0.266,0.960
[35][59/88],11.388,0.145,0.940
[35][60/88],11.366,0.164,0.880
[35][61/88],12.455,0.196,0.940
[35][62/88],11.247,0.212,0.920
[35][63/88],12.416,0.304,0.880
[35][64/88],11.557,0.137,0.960
[35][65/88],11.513,0.212,0.920
[35][66/88],11.500,0.244,0.900
[35][67/88],10.928,0.348,0.900
[35][68/88],11.073,0.206,0.940
[35][69/88],11.423,0.254,0.880
[35][70/88],11.428,0.194,0.960
[35][71/88],12.922,0.314,0.880
[35][72/88],11.826,0.207,0.920
[35][73/88],12.282,0.332,0.940
[35][74/88],12.404,0.157,0.920
[35][75/88],11.691,0.199,0.920
[35][76/88],11.033,0.165,0.960
[35][77/88],12.357,0.184,0.920
[35][78/88],11.378,0.167,0.960
[35][79/88],11.022,0.235,0.880
[35][80/88],11.317,0.174,0.940
[35][81/88],11.040,0.332,0.880
[35][82/88],11.666,0.320,0.880
[35][83/88],11.841,0.213,0.920
[35][84/88],12.593,0.096,1.000
[35][85/88],12.925,0.080,0.980
[35][86/88],11.591,0.421,0.880
[35][87/88],11.317,0.174,0.920
[35][88/88],1.109,0.302,0.750
[36][1/88],9.652,0.225,0.940
[36][2/88],10.413,0.447,0.840
[36][3/88],9.417,0.318,0.880
[36][4/88],10.060,0.232,0.900
[36][5/88],10.636,0.276,0.940
[36][6/88],10.727,0.355,0.900
[36][7/88],10.851,0.137,0.960
[36][8/88],10.648,0.294,0.920
[36][9/88],9.326,0.258,0.880
[36][10/88],10.110,0.102,0.980
[36][11/88],9.631,0.269,0.900
[36][12/88],10.030,0.373,0.880
[36][13/88],10.430,0.338,0.860
[36][14/88],10.151,0.349,0.900
[36][15/88],10.012,0.311,0.840
[36][16/88],9.584,0.133,0.940
[36][17/88],10.109,0.186,0.920
[36][18/88],11.120,0.208,0.940
[36][19/88],10.920,0.237,0.900
[36][20/88],11.172,0.117,0.980
[36][21/88],11.978,0.125,0.980
[36][22/88],9.294,0.261,0.900
[36][23/88],10.400,0.175,0.940
[36][24/88],10.570,0.259,0.860
[36][25/88],11.086,0.576,0.900
[36][26/88],11.271,0.094,0.960
[36][27/88],11.506,0.097,1.000
[36][28/88],10.828,0.240,0.920
[36][29/88],11.406,0.257,0.920
[36][30/88],11.506,0.127,0.960
[36][31/88],10.847,0.180,0.940
[36][32/88],11.067,0.153,0.940
[36][33/88],11.279,0.228,0.900
[36][34/88],12.066,0.098,1.000
[36][35/88],11.772,0.234,0.940
[36][36/88],11.344,0.260,0.900
[36][37/88],11.169,0.200,0.900
[36][38/88],11.865,0.241,0.900
[36][39/88],11.453,0.257,0.940
[36][40/88],12.808,0.260,0.900
[36][41/88],13.319,0.200,0.880
[36][42/88],11.382,0.073,1.000
[36][43/88],11.035,0.202,0.940
[36][44/88],10.278,0.251,0.960
[36][45/88],11.604,0.233,0.880
[36][46/88],10.536,0.338,0.920
[36][47/88],10.310,0.152,0.960
[36][48/88],12.653,0.173,0.940
[36][49/88],12.166,0.206,0.940
[36][50/88],11.623,0.141,0.940
[36][51/88],13.384,0.227,0.900
[36][52/88],11.018,0.212,0.940
[36][53/88],11.903,0.225,0.920
[36][54/88],11.004,0.131,0.940
[36][55/88],10.566,0.192,0.940
[36][56/88],11.443,0.230,0.880
[36][57/88],11.980,0.126,0.960
[36][58/88],12.063,0.385,0.840
[36][59/88],10.550,0.389,0.820
[36][60/88],11.773,0.331,0.880
[36][61/88],12.269,0.246,0.900
[36][62/88],11.747,0.304,0.880
[36][63/88],10.920,0.248,0.920
[36][64/88],11.817,0.178,0.960
[36][65/88],11.444,0.169,0.940
[36][66/88],11.311,0.121,0.980
[36][67/88],13.036,0.355,0.880
[36][68/88],11.218,0.238,0.940
[36][69/88],12.395,0.126,0.960
[36][70/88],11.433,0.192,0.960
[36][71/88],11.563,0.456,0.800
[36][72/88],10.851,0.272,0.920
[36][73/88],12.526,0.119,0.980
[36][74/88],12.784,0.209,0.920
[36][75/88],13.016,0.193,0.900
[36][76/88],11.131,0.333,0.880
[36][77/88],11.657,0.142,0.960
[36][78/88],11.567,0.143,0.940
[36][79/88],11.613,0.148,0.980
[36][80/88],12.113,0.225,0.920
[36][81/88],11.465,0.190,0.940
[36][82/88],12.019,0.386,0.860
[36][83/88],11.768,0.224,0.940
[36][84/88],10.955,0.171,0.940
[36][85/88],12.322,0.388,0.860
[36][86/88],11.244,0.312,0.840
[36][87/88],10.832,0.253,0.880
[36][88/88],0.973,0.417,0.750
[37][1/88],10.637,0.294,0.840
[37][2/88],10.139,0.238,0.940
[37][3/88],11.061,0.256,0.920
[37][4/88],10.479,0.126,0.980
[37][5/88],9.764,0.377,0.840
[37][6/88],9.813,0.187,0.940
[37][7/88],11.297,0.187,0.940
[37][8/88],9.846,0.166,0.920
[37][9/88],10.665,0.317,0.900
[37][10/88],10.523,0.308,0.900
[37][11/88],10.760,0.363,0.840
[37][12/88],10.421,0.307,0.860
[37][13/88],10.708,0.281,0.840
[37][14/88],10.213,0.168,0.980
[37][15/88],11.157,0.303,0.880
[37][16/88],10.227,0.138,0.960
[37][17/88],9.940,0.377,0.920
[37][18/88],11.281,0.222,0.900
[37][19/88],11.032,0.298,0.900
[37][20/88],10.907,0.187,0.920
[37][21/88],10.652,0.284,0.920
[37][22/88],11.558,0.147,0.960
[37][23/88],10.150,0.182,0.940
[37][24/88],10.160,0.310,0.860
[37][25/88],11.450,0.379,0.900
[37][26/88],10.734,0.247,0.920
[37][27/88],11.900,0.268,0.920
[37][28/88],11.146,0.207,0.920
[37][29/88],11.109,0.190,0.900
[37][30/88],11.694,0.398,0.860
[37][31/88],11.374,0.192,0.920
[37][32/88],11.247,0.172,0.940
[37][33/88],11.721,0.200,0.940
[37][34/88],10.741,0.251,0.880
[37][35/88],12.757,0.085,1.000
[37][36/88],11.992,0.090,0.960
[37][37/88],11.344,0.192,0.920
[37][38/88],12.201,0.278,0.920
[37][39/88],10.400,0.238,0.880
[37][40/88],10.665,0.406,0.880
[37][41/88],11.798,0.241,0.900
[37][42/88],11.566,0.178,0.960
[37][43/88],11.728,0.152,0.940
[37][44/88],11.422,0.305,0.880
[37][45/88],11.577,0.370,0.880
[37][46/88],10.614,0.347,0.900
[37][47/88],11.154,0.098,0.960
[37][48/88],11.771,0.279,0.880
[37][49/88],11.582,0.169,0.940
[37][50/88],11.214,0.216,0.900
[37][51/88],11.672,0.183,0.960
[37][52/88],10.128,0.236,0.920
[37][53/88],11.469,0.162,0.980
[37][54/88],11.554,0.257,0.900
[37][55/88],10.419,0.207,0.940
[37][56/88],11.862,0.273,0.920
[37][57/88],11.444,0.170,0.920
[37][58/88],10.811,0.208,0.940
[37][59/88],12.241,0.104,0.980
[37][60/88],10.613,0.156,0.960
[37][61/88],12.348,0.213,0.940
[37][62/88],11.201,0.099,0.980
[37][63/88],12.384,0.367,0.820
[37][64/88],11.404,0.185,0.940
[37][65/88],10.424,0.153,0.940
[37][66/88],11.975,0.350,0.900
[37][67/88],11.984,0.249,0.940
[37][68/88],11.798,0.258,0.900
[37][69/88],11.654,0.160,0.940
[37][70/88],11.512,0.145,0.920
[37][71/88],11.117,0.388,0.840
[37][72/88],11.985,0.204,0.960
[37][73/88],12.646,0.132,0.940
[37][74/88],11.238,0.365,0.840
[37][75/88],13.093,0.100,0.980
[37][76/88],11.456,0.148,0.960
[37][77/88],11.286,0.175,0.940
[37][78/88],12.110,0.250,0.960
[37][79/88],12.876,0.234,0.940
[37][80/88],13.310,0.208,0.920
[37][81/88],11.943,0.210,0.900
[37][82/88],11.371,0.107,0.960
[37][83/88],10.993,0.251,0.900
[37][84/88],10.774,0.332,0.920
[37][85/88],11.913,0.280,0.900
[37][86/88],11.237,0.172,0.960
[37][87/88],12.019,0.392,0.880
[37][88/88],0.819,0.235,1.000
[38][1/88],9.140,0.221,0.940
[38][2/88],10.043,0.181,0.920
[38][3/88],10.698,0.214,0.920
[38][4/88],10.372,0.225,0.920
[38][5/88],11.004,0.226,0.920
[38][6/88],9.529,0.163,0.960
[38][7/88],10.960,0.189,0.940
[38][8/88],10.127,0.161,0.960
[38][9/88],9.732,0.202,0.960
[38][10/88],10.475,0.383,0.860
[38][11/88],11.377,0.223,0.920
[38][12/88],9.480,0.297,0.900
[38][13/88],10.853,0.266,0.920
[38][14/88],11.506,0.189,0.940
[38][15/88],10.420,0.212,0.960
[38][16/88],11.539,0.254,0.900
[38][17/88],10.386,0.285,0.860
[38][18/88],11.811,0.167,0.960
[38][19/88],11.371,0.166,0.940
[38][20/88],10.376,0.320,0.880
[38][21/88],10.188,0.189,0.940
[38][22/88],10.432,0.187,0.920
[38][23/88],10.824,0.197,0.920
[38][24/88],10.946,0.175,0.960
[38][25/88],11.513,0.091,0.980
[38][26/88],12.170,0.291,0.920
[38][27/88],11.055,0.316,0.860
[38][28/88],11.549,0.149,0.960
[38][29/88],12.546,0.138,0.920
[38][30/88],11.498,0.488,0.860
[38][31/88],9.403,0.289,0.880
[38][32/88],11.469,0.238,0.920
[38][33/88],10.868,0.357,0.920
[38][34/88],11.935,0.134,0.980
[38][35/88],11.221,0.260,0.860
[38][36/88],11.088,0.235,0.920
[38][37/88],11.037,0.101,0.980
[38][38/88],11.498,0.201,0.920
[38][39/88],11.824,0.232,0.920
[38][40/88],11.214,0.210,0.920
[38][41/88],11.471,0.177,0.940
[38][42/88],11.285,0.245,0.920
[38][43/88],11.143,0.208,0.900
[38][44/88],10.515,0.244,0.940
[38][45/88],10.107,0.347,0.900
[38][46/88],11.255,0.357,0.860
[38][47/88],12.747,0.390,0.840
[38][48/88],11.667,0.323,0.940
[38][49/88],10.797,0.174,0.960
[38][50/88],11.839,0.251,0.940
[38][51/88],11.723,0.096,0.980
[38][52/88],12.223,0.225,0.920
[38][53/88],10.447,0.217,0.940
[38][54/88],11.743,0.178,0.940
[38][55/88],11.149,0.169,0.940
[38][56/88],11.749,0.178,0.940
[38][57/88],11.104,0.169,0.940
[38][58/88],10.528,0.225,0.920
[38][59/88],11.307,0.228,0.940
[38][60/88],11.270,0.291,0.860
[38][61/88],11.650,0.218,0.900
[38][62/88],11.420,0.164,0.920
[38][63/88],12.573,0.414,0.840
[38][64/88],10.960,0.203,0.900
[38][65/88],11.722,0.162,0.980
[38][66/88],11.981,0.203,0.880
[38][67/88],11.086,0.322,0.880
[38][68/88],11.161,0.228,0.920
[38][69/88],11.742,0.418,0.920
[38][70/88],11.693,0.266,0.880
[38][71/88],11.788,0.185,0.940
[38][72/88],11.857,0.159,0.940
[38][73/88],11.935,0.188,0.920
[38][74/88],11.156,0.222,0.920
[38][75/88],10.986,0.265,0.900
[38][76/88],12.493,0.184,0.940
[38][77/88],11.663,0.211,0.920
[38][78/88],10.942,0.244,0.920
[38][79/88],11.361,0.169,0.920
[38][80/88],10.842,0.234,0.920
[38][81/88],12.457,0.353,0.840
[38][82/88],11.799,0.272,0.900
[38][83/88],11.913,0.368,0.820
[38][84/88],11.557,0.170,0.960
[38][85/88],12.812,0.228,0.960
[38][86/88],11.440,0.142,0.960
[38][87/88],11.819,0.367,0.840
[38][88/88],0.871,0.011,1.000
[39][1/88],10.382,0.328,0.860
[39][2/88],11.355,0.151,0.940
[39][3/88],9.890,0.264,0.880
[39][4/88],11.304,0.142,0.960
[39][5/88],10.524,0.364,0.860
[39][6/88],10.415,0.071,0.980
[39][7/88],10.445,0.200,0.960
[39][8/88],11.003,0.212,0.880
[39][9/88],10.515,0.190,0.920
[39][10/88],10.325,0.322,0.880
[39][11/88],10.022,0.060,0.980
[39][12/88],9.791,0.288,0.860
[39][13/88],10.579,0.220,0.940
[39][14/88],10.881,0.193,0.940
[39][15/88],10.236,0.148,0.960
[39][16/88],11.381,0.440,0.860
[39][17/88],9.674,0.229,0.900
[39][18/88],11.370,0.342,0.880
[39][19/88],10.615,0.290,0.880
[39][20/88],11.173,0.108,0.980
[39][21/88],11.524,0.276,0.880
[39][22/88],11.612,0.227,0.920
[39][23/88],12.514,0.323,0.880
[39][24/88],9.659,0.136,0.960
[39][25/88],10.746,0.185,0.940
[39][26/88],11.021,0.188,0.920
[39][27/88],11.045,0.352,0.860
[39][28/88],12.297,0.210,0.900
[39][29/88],11.453,0.180,0.960
[39][30/88],11.033,0.251,0.900
[39][31/88],11.204,0.184,0.960
[39][32/88],11.008,0.106,1.000
[39][33/88],10.133,0.157,0.940
[39][34/88],10.616,0.314,0.840
[39][35/88],11.174,0.163,0.940
[39][36/88],11.311,0.241,0.900
[39][37/88],11.104,0.326,0.900
