Epoch,Time,Loss,ACC
[49][81/88],11.796,0.279,0.920
[49][82/88],10.637,0.272,0.940
[49][83/88],12.902,0.337,0.840
[49][84/88],13.312,0.158,0.940
[49][85/88],12.584,0.134,0.920
[49][86/88],11.414,0.242,0.900
[49][87/88],12.766,0.237,0.940
[49][88/88],0.920,0.012,1.000
[50][1/88],10.599,0.208,0.920
[50][2/88],9.421,0.259,0.920
[50][3/88],11.089,0.353,0.820
[50][4/88],10.223,0.120,0.960
[50][5/88],10.514,0.247,0.880
[50][6/88],9.389,0.145,0.960
[50][7/88],10.583,0.271,0.880
[50][8/88],10.432,0.207,0.940
[50][9/88],12.232,0.340,0.860
[50][10/88],9.155,0.109,0.980
[50][11/88],9.503,0.267,0.920
[50][12/88],10.973,0.205,0.880
[50][13/88],10.316,0.256,0.920
[50][14/88],10.607,0.153,0.940
[50][15/88],12.005,0.216,0.920
[50][16/88],11.654,0.141,0.960
[50][17/88],10.824,0.135,0.960
[50][18/88],10.622,0.212,0.940
[50][19/88],11.202,0.168,0.940
[50][20/88],10.634,0.253,0.920
[50][21/88],10.381,0.429,0.880
[50][22/88],10.465,0.146,0.960
[50][23/88],10.111,0.408,0.860
[50][24/88],10.425,0.223,0.880
[50][25/88],10.584,0.108,0.960
[50][26/88],11.210,0.241,0.860
[50][27/88],10.504,0.232,0.900
[50][28/88],11.221,0.249,0.880
[50][29/88],11.639,0.218,0.940
[50][30/88],12.208,0.222,0.960
[50][31/88],11.665,0.336,0.880
[50][32/88],10.405,0.207,0.940
[50][33/88],10.706,0.178,0.960
[50][34/88],11.543,0.209,0.920
[50][35/88],11.682,0.168,0.920
[50][36/88],10.840,0.171,0.940
[50][37/88],11.892,0.385,0.840
[50][38/88],11.831,0.528,0.820
[50][39/88],11.940,0.197,0.940
[50][40/88],12.558,0.380,0.860
[50][41/88],10.448,0.274,0.900
[50][42/88],10.967,0.190,0.920
[50][43/88],10.705,0.282,0.900
[50][44/88],10.685,0.521,0.820
[50][45/88],11.724,0.366,0.860
[50][46/88],11.821,0.178,0.940
[50][47/88],10.811,0.114,0.980
[50][48/88],11.515,0.199,0.900
[50][49/88],11.397,0.254,0.920
[50][50/88],11.602,0.163,0.980
[50][51/88],12.389,0.194,0.940
[50][52/88],10.230,0.245,0.900
[50][53/88],11.115,0.196,0.900
[50][54/88],10.922,0.184,0.960
[50][55/88],12.478,0.290,0.900
[50][56/88],10.431,0.138,0.960
[50][57/88],11.003,0.111,0.960
[50][58/88],11.551,0.220,0.920
[50][59/88],11.003,0.208,0.920
[50][60/88],12.057,0.257,0.900
[50][61/88],11.406,0.262,0.900
[50][62/88],11.862,0.284,0.920
[50][63/88],12.532,0.304,0.880
[50][64/88],10.437,0.177,0.940
[50][65/88],11.437,0.189,0.900
[50][66/88],11.407,0.266,0.900
[50][67/88],11.778,0.286,0.920
[50][68/88],11.861,0.280,0.900
[50][69/88],11.164,0.172,0.940
[50][70/88],11.363,0.162,0.940
[50][71/88],12.033,0.144,0.960
[50][72/88],11.049,0.159,0.940
[50][73/88],12.157,0.129,0.980
[50][74/88],11.964,0.207,0.940
[50][75/88],12.983,0.174,0.960
[50][76/88],12.536,0.218,0.940
[50][77/88],11.842,0.184,0.920
[50][78/88],11.811,0.180,0.960
[50][79/88],12.815,0.383,0.900
[50][80/88],12.324,0.151,0.960
[50][81/88],12.045,0.247,0.940
[50][82/88],12.573,0.352,0.900
[50][83/88],11.988,0.284,0.940
[50][84/88],13.241,0.279,0.900
[50][85/88],11.431,0.297,0.900
[50][86/88],11.546,0.107,0.980
[50][87/88],11.216,0.291,0.880
[50][88/88],1.109,0.219,1.000
[51][1/88],11.350,0.133,0.960
[51][2/88],9.544,0.202,0.940
[51][3/88],9.961,0.288,0.840
[51][4/88],10.813,0.083,0.980
[51][5/88],9.896,0.246,0.880
[51][6/88],9.792,0.085,0.980
[51][7/88],11.328,0.243,0.900
[51][8/88],11.328,0.278,0.880
[51][9/88],10.502,0.208,0.920
[51][10/88],11.015,0.218,0.940
[51][11/88],10.465,0.115,0.940
[51][12/88],10.741,0.354,0.880
[51][13/88],10.196,0.280,0.880
[51][14/88],10.993,0.211,0.940
[51][15/88],10.965,0.166,0.940
[51][16/88],9.859,0.059,1.000
[51][17/88],10.516,0.240,0.920
[51][18/88],11.747,0.175,0.920
[51][19/88],11.535,0.403,0.900
[51][20/88],11.903,0.269,0.920
[51][21/88],10.435,0.325,0.900
[51][22/88],11.592,0.281,0.920
[51][23/88],10.908,0.355,0.840
[51][24/88],11.036,0.131,0.980
[51][25/88],10.686,0.396,0.880
[51][26/88],11.086,0.178,0.920
[51][27/88],10.910,0.379,0.880
[51][28/88],11.929,0.177,0.960
[51][29/88],10.452,0.303,0.900
[51][30/88],10.599,0.250,0.900
[51][31/88],11.339,0.198,0.940
[51][32/88],11.620,0.181,0.960
[51][33/88],11.220,0.298,0.880
[51][34/88],10.510,0.290,0.920
[51][35/88],11.387,0.272,0.920
[51][36/88],11.794,0.335,0.860
[51][37/88],11.067,0.203,0.900
[51][38/88],11.034,0.223,0.880
[51][39/88],11.041,0.145,0.960
[51][40/88],11.270,0.335,0.900
[51][41/88],9.985,0.244,0.920
[51][42/88],12.039,0.313,0.900
[51][43/88],11.234,0.209,0.920
[51][44/88],10.760,0.206,0.920
[51][45/88],10.015,0.156,0.960
[51][46/88],11.773,0.238,0.920
[51][47/88],11.236,0.173,0.960
[51][48/88],12.437,0.246,0.920
[51][49/88],11.057,0.331,0.860
[51][50/88],11.596,0.265,0.900
[51][51/88],11.107,0.249,0.900
[51][52/88],12.346,0.144,0.960
[51][53/88],11.471,0.161,0.940
[51][54/88],10.921,0.160,0.960
[51][55/88],12.314,0.111,0.980
[51][56/88],12.172,0.319,0.920
[51][57/88],11.723,0.221,0.900
[51][58/88],11.215,0.123,0.980
[51][59/88],11.663,0.316,0.840
[51][60/88],11.588,0.299,0.880
[51][61/88],12.495,0.317,0.920
[51][62/88],9.830,0.182,0.940
[51][63/88],10.896,0.128,0.980
[51][64/88],12.268,0.178,0.900
[51][65/88],11.689,0.362,0.860
[51][66/88],10.936,0.304,0.900
[51][67/88],12.351,0.134,0.960
[51][68/88],11.367,0.184,0.920
[51][69/88],10.982,0.234,0.980
[51][70/88],10.423,0.198,0.940
[51][71/88],11.551,0.127,0.960
[51][72/88],11.674,0.336,0.840
[51][73/88],11.413,0.208,0.960
[51][74/88],11.451,0.310,0.900
[51][75/88],11.502,0.170,0.960
[51][76/88],11.825,0.233,0.900
[51][77/88],13.337,0.206,0.920
[51][78/88],11.498,0.157,0.940
[51][79/88],12.382,0.177,0.940
[51][80/88],12.389,0.325,0.900
[51][81/88],12.144,0.239,0.880
[51][82/88],12.761,0.296,0.900
[51][83/88],10.092,0.213,0.900
[51][84/88],11.498,0.204,0.960
[51][85/88],10.686,0.198,0.940
[51][86/88],12.699,0.380,0.860
[51][87/88],11.567,0.239,0.900
[51][88/88],1.094,0.401,0.750
[52][1/88],9.849,0.427,0.840
[52][2/88],9.131,0.393,0.860
[52][3/88],9.078,0.198,0.960
[52][4/88],10.766,0.305,0.880
[52][5/88],10.875,0.192,0.940
[52][6/88],9.973,0.283,0.880
[52][7/88],11.013,0.156,0.980
[52][8/88],10.565,0.211,0.920
[52][9/88],10.077,0.261,0.960
[52][10/88],11.277,0.196,0.920
[52][11/88],10.372,0.267,0.900
[52][12/88],10.661,0.120,0.960
[52][13/88],9.463,0.230,0.880
[52][14/88],11.479,0.240,0.940
[52][15/88],10.317,0.398,0.840
[52][16/88],12.544,0.408,0.880
[52][17/88],11.345,0.226,0.920
[52][18/88],11.011,0.158,0.940
[52][19/88],10.828,0.205,0.940
[52][20/88],10.193,0.093,0.980
[52][21/88],10.653,0.194,0.940
[52][22/88],10.728,0.302,0.860
[52][23/88],10.989,0.260,0.940
[52][24/88],11.763,0.256,0.860
[52][25/88],11.410,0.165,0.980
[52][26/88],12.111,0.108,0.980
[52][27/88],11.624,0.232,0.940
[52][28/88],10.983,0.240,0.940
[52][29/88],11.076,0.240,0.900
[52][30/88],11.364,0.156,0.940
[52][31/88],11.124,0.237,0.900
[52][32/88],10.725,0.213,0.920
[52][33/88],10.513,0.353,0.900
[52][34/88],12.425,0.239,0.900
[52][35/88],11.455,0.154,0.960
[52][36/88],11.324,0.198,0.940
[52][37/88],10.841,0.262,0.900
[52][38/88],12.237,0.051,1.000
[52][39/88],11.088,0.226,0.880
[52][40/88],10.700,0.326,0.880
[52][41/88],11.332,0.133,0.960
[52][42/88],12.327,0.101,0.980
[52][43/88],10.791,0.171,0.940
[52][44/88],12.221,0.278,0.900
[52][45/88],11.271,0.236,0.940
[52][46/88],11.434,0.173,0.940
[52][47/88],11.329,0.218,0.920
[52][48/88],10.232,0.183,0.940
[52][49/88],11.338,0.172,0.940
[52][50/88],11.380,0.279,0.900
[52][51/88],9.920,0.206,0.920
[52][52/88],11.841,0.119,0.940
[52][53/88],12.072,0.274,0.880
[52][54/88],11.318,0.224,0.900
[52][55/88],12.204,0.338,0.840
[52][56/88],12.012,0.157,0.960
[52][57/88],11.479,0.248,0.880
[52][58/88],12.262,0.129,0.960
[52][59/88],12.491,0.376,0.880
[52][60/88],11.082,0.329,0.840
[52][61/88],13.107,0.271,0.920
[52][62/88],11.493,0.159,0.960
[52][63/88],11.556,0.151,0.920
[52][64/88],11.138,0.147,0.960
[52][65/88],12.049,0.314,0.860
[52][66/88],10.993,0.345,0.840
[52][67/88],10.203,0.506,0.840
[52][68/88],12.287,0.150,0.980
[52][69/88],11.250,0.201,0.920
[52][70/88],11.534,0.154,0.960
[52][71/88],11.923,0.076,0.980
[52][72/88],11.884,0.312,0.880
[52][73/88],12.981,0.262,0.940
[52][74/88],11.117,0.406,0.880
[52][75/88],11.374,0.352,0.820
[52][76/88],11.589,0.297,0.900
[52][77/88],11.702,0.249,0.920
[52][78/88],10.782,0.212,0.960
[52][79/88],10.048,0.165,0.940
[52][80/88],12.387,0.150,0.940
[52][81/88],11.496,0.209,0.920
[52][82/88],11.523,0.244,0.920
[52][83/88],12.135,0.206,0.940
[52][84/88],11.160,0.321,0.900
[52][85/88],11.752,0.277,0.900
[52][86/88],11.718,0.243,0.940
[52][87/88],10.795,0.139,0.980
[52][88/88],0.993,0.294,0.750
[53][1/88],10.685,0.157,0.960
[53][2/88],9.154,0.247,0.880
[53][3/88],9.508,0.090,0.980
[53][4/88],9.443,0.146,0.960
[53][5/88],10.867,0.374,0.920
[53][6/88],11.058,0.263,0.900
[53][7/88],10.945,0.183,0.900
[53][8/88],10.231,0.216,0.880
[53][9/88],12.229,0.262,0.900
[53][10/88],10.438,0.225,0.900
[53][11/88],10.002,0.285,0.900
[53][12/88],10.712,0.233,0.940
[53][13/88],8.784,0.382,0.880
[53][14/88],10.435,0.226,0.960
[53][15/88],10.664,0.147,0.960
[53][16/88],11.218,0.215,0.920
[53][17/88],9.742,0.186,0.940
[53][18/88],11.463,0.261,0.920
[53][19/88],11.085,0.244,0.900
[53][20/88],10.897,0.218,0.940
[53][21/88],10.346,0.180,0.940
[53][22/88],11.165,0.190,0.960
[53][23/88],10.898,0.381,0.900
[53][24/88],10.265,0.280,0.880
[53][25/88],12.062,0.239,0.900
[53][26/88],11.873,0.148,0.960
[53][27/88],11.686,0.124,0.960
[53][28/88],11.417,0.171,0.960
[53][29/88],10.327,0.157,0.980
[53][30/88],10.606,0.175,0.920
[53][31/88],9.895,0.231,0.860
[53][32/88],11.411,0.322,0.880
[53][33/88],11.831,0.136,0.940
[53][34/88],11.561,0.304,0.900
[53][35/88],12.221,0.368,0.920
[53][36/88],10.876,0.184,0.940
[53][37/88],12.366,0.232,0.920
[53][38/88],11.323,0.177,0.920
[53][39/88],10.214,0.307,0.900
[53][40/88],10.765,0.316,0.880
[53][41/88],11.317,0.260,0.900
[53][42/88],11.065,0.256,0.940
[53][43/88],11.490,0.244,0.880
[53][44/88],11.290,0.456,0.880
[53][45/88],11.669,0.313,0.860
[53][46/88],11.553,0.322,0.900
[53][47/88],11.624,0.186,0.940
[53][48/88],11.054,0.331,0.880
[53][49/88],10.818,0.267,0.920
[53][50/88],12.748,0.167,0.960
[53][51/88],11.064,0.343,0.860
[53][52/88],11.104,0.176,0.920
[53][53/88],12.019,0.290,0.920
[53][54/88],11.454,0.245,0.880
[53][55/88],11.474,0.414,0.820
[53][56/88],12.287,0.101,0.980
[53][57/88],11.924,0.539,0.780
[53][58/88],11.839,0.302,0.860
[53][59/88],11.792,0.131,0.940
[53][60/88],11.494,0.203,0.900
[53][61/88],12.263,0.138,0.960
[53][62/88],11.568,0.208,0.920
[53][63/88],10.848,0.179,0.940
[53][64/88],11.862,0.210,0.960
[53][65/88],10.636,0.187,0.920
[53][66/88],11.206,0.166,0.940
[53][67/88],11.166,0.234,0.920
[53][68/88],11.179,0.161,0.940
[53][69/88],12.585,0.186,0.920
[53][70/88],11.211,0.192,0.940
[53][71/88],10.482,0.243,0.880
[53][72/88],12.457,0.359,0.920
[53][73/88],12.394,0.201,0.960
[53][74/88],12.224,0.240,0.940
[53][75/88],11.644,0.200,0.900
[53][76/88],12.685,0.132,0.960
[53][77/88],11.690,0.269,0.920
[53][78/88],10.804,0.356,0.880
[53][79/88],12.282,0.125,0.960
[53][80/88],12.376,0.190,0.960
[53][81/88],13.065,0.175,0.920
[53][82/88],13.093,0.309,0.900
[53][83/88],12.665,0.094,0.980
[53][84/88],10.592,0.098,0.980
[53][85/88],12.632,0.154,0.940
[53][86/88],12.000,0.189,0.920
[53][87/88],13.004,0.271,0.900
[53][88/88],1.316,0.841,0.750
[54][1/88],9.326,0.380,0.840
[54][2/88],10.033,0.242,0.920
[54][3/88],10.396,0.207,0.940
[54][4/88],11.812,0.218,0.940
[54][5/88],10.598,0.123,0.940
[54][6/88],12.015,0.165,0.940
[54][7/88],11.476,0.288,0.920
[54][8/88],9.022,0.184,0.920
[54][9/88],10.610,0.218,0.940
[54][10/88],10.849,0.279,0.840
[54][11/88],11.181,0.249,0.940
[54][12/88],11.033,0.305,0.900
[54][13/88],10.805,0.266,0.900
[54][14/88],10.812,0.244,0.920
[54][15/88],10.558,0.226,0.900
[54][16/88],10.602,0.192,0.920
[54][17/88],10.621,0.255,0.920
[54][18/88],10.455,0.221,0.900
[54][19/88],11.394,0.126,0.940
[54][20/88],10.850,0.111,1.000
[54][21/88],11.169,0.200,0.960
[54][22/88],12.377,0.439,0.840
[54][23/88],10.587,0.342,0.880
[54][24/88],10.877,0.085,0.980
[54][25/88],9.733,0.263,0.900
[54][26/88],10.994,0.125,0.960
[54][27/88],10.933,0.172,0.920
[54][28/88],11.626,0.315,0.860
[54][29/88],11.612,0.293,0.900
[54][30/88],11.877,0.329,0.860
[54][31/88],10.454,0.374,0.860
[54][32/88],12.284,0.139,0.980
[54][33/88],11.495,0.149,0.980
[54][34/88],12.696,0.188,0.940
[54][35/88],11.813,0.421,0.880
[54][36/88],10.769,0.100,0.980
[54][37/88],11.081,0.189,0.960
[54][38/88],12.029,0.271,0.900
[54][39/88],10.737,0.364,0.840
[54][40/88],11.175,0.180,0.940
[54][41/88],13.282,0.198,0.940
[54][42/88],12.791,0.154,0.920
[54][43/88],10.958,0.163,0.940
[54][44/88],12.070,0.121,0.980
[54][45/88],11.300,0.162,0.960
[54][46/88],10.389,0.370,0.860
[54][47/88],11.078,0.222,0.940
[54][48/88],11.877,0.220,0.920
[54][49/88],12.134,0.495,0.880
[54][50/88],12.317,0.143,0.940
[54][51/88],11.312,0.244,0.920
[54][52/88],11.722,0.189,0.980
[54][53/88],10.839,0.252,0.900
[54][54/88],11.286,0.250,0.880
[54][55/88],9.698,0.144,0.960
[54][56/88],10.944,0.124,0.980
[54][57/88],11.393,0.204,0.920
[54][58/88],12.209,0.076,0.980
[54][59/88],11.837,0.434,0.840
[54][60/88],11.975,0.164,0.920
[54][61/88],10.487,0.109,0.960
[54][62/88],10.891,0.232,0.900
[54][63/88],12.280,0.142,0.980
[54][64/88],13.394,0.236,0.900
[54][65/88],11.894,0.302,0.880
[54][66/88],11.900,0.352,0.840
[54][67/88],10.493,0.255,0.900
[54][68/88],11.368,0.422,0.820
[54][69/88],11.048,0.363,0.880
[54][70/88],11.813,0.200,0.940
[54][71/88],11.635,0.274,0.900
[54][72/88],11.073,0.162,0.940
[54][73/88],10.974,0.217,0.940
[54][74/88],11.711,0.301,0.880
[54][75/88],12.330,0.290,0.880
[54][76/88],11.950,0.358,0.900
[54][77/88],11.248,0.190,0.920
[54][78/88],10.958,0.174,0.940
[54][79/88],12.300,0.210,0.960
[54][80/88],12.163,0.376,0.880
[54][81/88],12.017,0.190,0.900
[54][82/88],13.232,0.193,0.940
[54][83/88],12.253,0.255,0.940
[54][84/88],12.808,0.181,0.920
[54][85/88],11.733,0.174,0.940
[54][86/88],11.456,0.159,0.960
[54][87/88],13.274,0.148,0.960
[54][88/88],1.202,0.434,0.750
[55][1/88],9.665,0.372,0.920
[55][2/88],9.905,0.284,0.900
[55][3/88],9.191,0.351,0.860
[55][4/88],10.495,0.200,0.920
[55][5/88],10.507,0.161,0.920
[55][6/88],11.646,0.327,0.880
[55][7/88],10.142,0.103,0.980
[55][8/88],9.766,0.100,0.960
[55][9/88],11.662,0.137,1.000
[55][10/88],10.417,0.293,0.880
[55][11/88],9.401,0.209,0.940
[55][12/88],9.499,0.279,0.920
[55][13/88],10.101,0.260,0.920
[55][14/88],11.149,0.307,0.880
[55][15/88],10.039,0.145,0.940
[55][16/88],10.464,0.270,0.920
[55][17/88],10.811,0.096,0.980
[55][18/88],10.676,0.312,0.900
[55][19/88],10.446,0.184,0.920
[55][20/88],11.557,0.229,0.920
[55][21/88],12.316,0.125,0.940
[55][22/88],11.191,0.312,0.900
[55][23/88],10.873,0.159,0.940
[55][24/88],9.661,0.383,0.820
[55][25/88],11.682,0.455,0.900
[55][26/88],11.621,0.162,0.940
[55][27/88],11.407,0.189,0.940
[55][28/88],10.933,0.115,0.960
[55][29/88],11.006,0.462,0.840
[55][30/88],11.331,0.193,0.920
[55][31/88],11.546,0.172,0.960
[55][32/88],11.349,0.160,0.940
[55][33/88],10.030,0.163,0.900
[55][34/88],10.855,0.198,0.960
[55][35/88],11.618,0.176,0.940
[55][36/88],11.149,0.148,0.940
[55][37/88],11.447,0.177,0.960
[55][38/88],11.688,0.204,0.920
[55][39/88],11.207,0.158,0.940
[55][40/88],11.194,0.237,0.920
[55][41/88],11.260,0.270,0.900
[55][42/88],12.005,0.372,0.860
[55][43/88],11.447,0.241,0.900
[55][44/88],10.494,0.152,0.940
[55][45/88],12.357,0.379,0.860
[55][46/88],11.432,0.211,0.920
[55][47/88],11.564,0.142,0.980
[55][48/88],10.073,0.238,0.900
[55][49/88],12.210,0.312,0.900
[55][50/88],10.577,0.171,0.980
[55][51/88],11.492,0.212,0.900
[55][52/88],11.701,0.257,0.900
[55][53/88],10.451,0.167,0.920
[55][54/88],12.189,0.162,0.940
[55][55/88],10.722,0.197,0.940
[55][56/88],11.946,0.328,0.900
[55][57/88],11.901,0.265,0.900
[55][58/88],11.828,0.277,0.920
[55][59/88],10.763,0.289,0.920
[55][60/88],11.565,0.225,0.900
[55][61/88],11.765,0.266,0.900
[55][62/88],10.990,0.205,0.940
[55][63/88],12.229,0.206,0.920
[55][64/88],11.124,0.121,0.980
[55][65/88],12.346,0.219,0.920
[55][66/88],12.031,0.183,0.940
[55][67/88],11.457,0.332,0.860
[55][68/88],12.015,0.171,0.940
[55][69/88],11.667,0.297,0.880
[55][70/88],11.548,0.246,0.940
[55][71/88],11.111,0.159,0.940
[55][72/88],12.209,0.201,0.940
[55][73/88],12.520,0.299,0.880
[55][74/88],11.732,0.331,0.860
[55][75/88],11.666,0.158,0.920
[55][76/88],11.665,0.387,0.840
[55][77/88],11.283,0.154,0.960
[55][78/88],12.001,0.176,0.940
[55][79/88],11.384,0.229,0.900
[55][80/88],12.094,0.365,0.860
[55][81/88],11.707,0.372,0.860
[55][82/88],12.638,0.281,0.920
[55][83/88],10.472,0.178,0.960
[55][84/88],12.830,0.227,0.900
[55][85/88],12.519,0.174,0.960
[55][86/88],11.739,0.157,0.960
[55][87/88],12.648,0.325,0.900
[55][88/88],0.809,0.177,1.000
[56][1/88],10.800,0.337,0.900
[56][2/88],10.648,0.137,0.940
[56][3/88],10.802,0.138,0.960
[56][4/88],9.864,0.161,0.960
[56][5/88],10.977,0.150,0.960
[56][6/88],10.684,0.222,0.900
[56][7/88],10.810,0.373,0.920
[56][8/88],10.302,0.107,0.960
[56][9/88],9.871,0.132,0.940
[56][10/88],9.538,0.153,0.960
[56][11/88],10.307,0.317,0.820
[56][12/88],10.376,0.276,0.920
[56][13/88],9.644,0.321,0.880
[56][14/88],10.573,0.148,0.940
[56][15/88],11.910,0.419,0.900
[56][16/88],11.902,0.201,0.940
[56][17/88],10.559,0.106,0.960
[56][18/88],10.220,0.316,0.860
[56][19/88],11.513,0.302,0.900
[56][20/88],10.486,0.439,0.820
[56][21/88],11.859,0.098,1.000
[56][22/88],11.185,0.206,0.900
[56][23/88],11.182,0.195,0.960
[56][24/88],11.440,0.139,0.960
[56][25/88],10.210,0.059,0.980
[56][26/88],11.289,0.338,0.900
[56][27/88],11.929,0.138,0.980
[56][28/88],11.190,0.297,0.920
[56][29/88],11.304,0.196,0.920
[56][30/88],10.841,0.262,0.920
[56][31/88],12.327,0.164,0.960
[56][32/88],12.063,0.150,0.940
[56][33/88],12.044,0.388,0.860
[56][34/88],11.164,0.185,0.940
[56][35/88],12.213,0.180,0.960
[56][36/88],11.554,0.230,0.920
[56][37/88],12.459,0.196,0.920
[56][38/88],12.227,0.225,0.900
[56][39/88],11.007,0.270,0.880
[56][40/88],11.385,0.253,0.900
[56][41/88],12.636,0.315,0.860
[56][42/88],10.888,0.217,0.880
[56][43/88],11.601,0.259,0.920
[56][44/88],11.932,0.221,0.920
[56][45/88],11.351,0.427,0.860
[56][46/88],10.527,0.314,0.880
[56][47/88],11.398,0.335,0.900
[56][48/88],12.335,0.242,0.900
[56][49/88],10.969,0.161,0.920
[56][50/88],11.053,0.232,0.900
[56][51/88],10.897,0.380,0.840
[56][52/88],11.242,0.153,0.960
[56][53/88],11.712,0.144,0.940
[56][54/88],11.220,0.271,0.880
[56][55/88],10.463,0.275,0.900
[56][56/88],10.825,0.275,0.900
[56][57/88],11.511,0.206,0.960
[56][58/88],10.297,0.195,0.920
[56][59/88],10.622,0.304,0.880
[56][60/88],10.980,0.261,0.860
[56][61/88],12.073,0.156,0.960
[56][62/88],10.505,0.243,0.940
[56][63/88],10.653,0.153,0.960
[56][64/88],10.323,0.162,0.920
[56][65/88],12.276,0.167,0.960
[56][66/88],11.185,0.161,0.920
[56][67/88],11.038,0.125,0.980
[56][68/88],11.035,0.140,1.000
[56][69/88],11.313,0.278,0.920
[56][70/88],12.325,0.172,0.960
[56][71/88],11.280,0.263,0.880
[56][72/88],11.150,0.357,0.880
[56][73/88],11.885,0.077,1.000
[56][74/88],13.465,0.134,0.980
[56][75/88],11.836,0.164,0.960
[56][76/88],11.886,0.424,0.820
[56][77/88],12.711,0.387,0.860
[56][78/88],11.159,0.247,0.900
[56][79/88],11.958,0.129,0.940
[56][80/88],11.245,0.146,0.940
[56][81/88],11.825,0.276,0.920
[56][82/88],13.026,0.230,0.920
[56][83/88],12.413,0.354,0.860
[56][84/88],11.758,0.372,0.880
[56][85/88],12.328,0.204,0.940
[56][86/88],10.409,0.211,0.920
[56][87/88],12.285,0.417,0.880
[56][88/88],0.934,0.063,1.000
[57][1/88],9.903,0.145,0.960
[57][2/88],9.515,0.323,0.900
[57][3/88],10.187,0.257,0.900
[57][4/88],11.235,0.286,0.880
[57][5/88],10.829,0.286,0.840
[57][6/88],9.543,0.321,0.920
[57][7/88],9.939,0.368,0.900
[57][8/88],11.856,0.104,0.960
[57][9/88],11.316,0.245,0.920
[57][10/88],11.293,0.222,0.960
[57][11/88],9.931,0.224,0.880
[57][12/88],10.469,0.438,0.840
[57][13/88],11.410,0.133,0.960
[57][14/88],9.621,0.085,1.000
[57][15/88],10.962,0.242,0.920
[57][16/88],11.176,0.133,0.940
[57][17/88],11.686,0.256,0.920
[57][18/88],10.787,0.194,0.940
[57][19/88],10.475,0.390,0.840
[57][20/88],11.157,0.258,0.900
[57][21/88],9.670,0.306,0.920
[57][22/88],12.143,0.073,0.980
[57][23/88],11.125,0.222,0.920
[57][24/88],10.455,0.177,0.940
[57][25/88],10.758,0.163,0.920
[57][26/88],11.378,0.262,0.900
[57][27/88],11.559,0.195,0.940
[57][28/88],11.013,0.414,0.820
[57][29/88],11.941,0.215,0.940
[57][30/88],12.094,0.206,0.920
[57][31/88],11.629,0.202,0.920
[57][32/88],10.778,0.253,0.940
[57][33/88],10.817,0.117,0.980
[57][34/88],12.647,0.262,0.920
[57][35/88],12.173,0.212,0.940
[57][36/88],12.821,0.149,0.940
[57][37/88],11.379,0.121,0.960
[57][38/88],11.362,0.136,0.980
[57][39/88],14.182,0.296,0.900
[57][40/88],11.982,0.191,0.980
[57][41/88],11.744,0.255,0.900
[57][42/88],12.286,0.118,0.960
[57][43/88],11.750,0.213,0.960
[57][44/88],10.665,0.262,0.920
[57][45/88],11.156,0.152,0.940
[57][46/88],11.437,0.085,0.980
[57][47/88],10.898,0.200,0.920
[57][48/88],10.734,0.281,0.840
[57][49/88],12.508,0.218,0.940
[57][50/88],11.555,0.292,0.860
[57][51/88],10.655,0.259,0.880
[57][52/88],11.881,0.210,0.960
[57][53/88],11.487,0.128,0.960
[57][54/88],11.288,0.457,0.820
[57][55/88],12.365,0.175,0.940
[57][56/88],10.400,0.219,0.940
[57][57/88],12.135,0.378,0.860
[57][58/88],11.782,0.211,0.960
[57][59/88],10.994,0.276,0.920
[57][60/88],11.033,0.335,0.880
[57][61/88],11.604,0.245,0.900
[57][62/88],11.046,0.235,0.900
[57][63/88],11.397,0.213,0.940
[57][64/88],11.104,0.246,0.880
[57][65/88],11.983,0.329,0.880
[57][66/88],11.512,0.116,0.960
[57][67/88],11.314,0.132,0.980
[57][68/88],11.129,0.268,0.920
[57][69/88],12.200,0.293,0.880
[57][70/88],11.844,0.286,0.880
[57][71/88],12.025,0.306,0.860
[57][72/88],11.783,0.203,0.960
[57][73/88],11.256,0.091,0.980
[57][74/88],11.208,0.401,0.860
[57][75/88],12.460,0.173,0.940
[57][76/88],10.869,0.211,0.900
[57][77/88],12.575,0.221,0.940
[57][78/88],12.485,0.288,0.920
[57][79/88],11.922,0.145,1.000
[57][80/88],11.160,0.246,0.900
[57][81/88],11.918,0.241,0.880
[57][82/88],11.215,0.241,0.920
[57][83/88],11.369,0.310,0.880
[57][84/88],12.263,0.293,0.860
[57][85/88],12.668,0.245,0.900
[57][86/88],11.088,0.361,0.860
[57][87/88],12.251,0.121,0.980
[57][88/88],0.897,0.030,1.000
[58][1/88],9.791,0.150,0.980
[58][2/88],9.575,0.371,0.880
[58][3/88],9.850,0.357,0.840
[58][4/88],10.198,0.198,0.920
[58][5/88],9.990,0.228,0.940
[58][6/88],9.772,0.211,0.940
[58][7/88],9.738,0.313,0.880
[58][8/88],10.691,0.389,0.900
[58][9/88],10.758,0.325,0.840
[58][10/88],10.424,0.160,0.940
[58][11/88],12.028,0.225,0.920
[58][12/88],9.720,0.311,0.900
[58][13/88],11.420,0.114,0.980
[58][14/88],10.190,0.162,0.940
[58][15/88],10.984,0.110,0.960
[58][16/88],10.786,0.193,0.920
[58][17/88],12.278,0.156,0.940
[58][18/88],11.199,0.179,0.940
[58][19/88],10.722,0.296,0.900
[58][20/88],9.880,0.091,0.980
[58][21/88],10.889,0.239,0.900
[58][22/88],10.976,0.416,0.880
[58][23/88],10.837,0.280,0.880
[58][24/88],10.681,0.295,0.880
